20250102 001900;1.036570;1.036660;1.036560;1.036610;0
20250102 002000;1.036620;1.036700;1.036610;1.036630;0
20250102 002100;1.036630;1.036630;1.036600;1.036610;0
20250102 002200;1.036620;1.036620;1.036520;1.036530;0
20250102 002300;1.036540;1.036540;1.036500;1.036530;0
20250102 002400;1.036520;1.036530;1.036490;1.036500;0
20250102 002500;1.036510;1.036520;1.036440;1.036440;0
20250102 002600;1.036420;1.036420;1.036380;1.036390;0
20250102 002700;1.036380;1.036380;1.036350;1.036370;0
20250102 002800;1.036360;1.036430;1.036360;1.036420;0
20250102 002900;1.036420;1.036460;1.036410;1.036460;0
20250102 003000;1.036470;1.036530;1.036470;1.036510;0
20250102 003100;1.036520;1.036520;1.036370;1.036370;0
20250102 003200;1.036370;1.036370;1.036270;1.036270;0
20250102 003300;1.036270;1.036270;1.036270;1.036270;0
20250102 003400;1.036270;1.036270;1.036230;1.036270;0
20250102 003500;1.036260;1.036310;1.036230;1.036230;0
20250102 003600;1.036250;1.036290;1.036250;1.036280;0
20250102 003700;1.036290;1.036390;1.036290;1.036390;0
20250102 003800;1.036380;1.036390;1.036320;1.036320;0
20250102 003900;1.036320;1.036320;1.036280;1.036280;0
20250102 004000;1.036270;1.036410;1.036270;1.036380;0
20250102 004100;1.036380;1.036380;1.036320;1.036320;0
20250102 004200;1.036300;1.036310;1.036270;1.036270;0
20250102 004300;1.036250;1.036310;1.036250;1.036270;0
20250102 004400;1.036250;1.036250;1.036180;1.036180;0
20250102 004500;1.036190;1.036220;1.036190;1.036220;0
20250102 004600;1.036230;1.036230;1.036170;1.036180;0
20250102 004700;1.036170;1.036230;1.036170;1.036220;0
20250102 004800;1.036220;1.036240;1.036190;1.036240;0
20250102 004900;1.036230;1.036320;1.036230;1.036320;0
20250102 005000;1.036320;1.036390;1.036320;1.036320;0
20250102 005100;1.036320;1.036320;1.036220;1.036220;0
20250102 005200;1.036230;1.036320;1.036220;1.036320;0
20250102 005300;1.036330;1.036340;1.036270;1.036280;0
20250102 005400;1.036290;1.036420;1.036280;1.036420;0
20250102 005500;1.036430;1.036440;1.036400;1.036410;0
20250102 005600;1.036420;1.036480;1.036390;1.036430;0
20250102 005700;1.036430;1.036470;1.036420;1.036430;0
20250102 005800;1.036430;1.036440;1.036410;1.036420;0
20250102 005900;1.036430;1.036430;1.036380;1.036380;0
20250102 010000;1.036370;1.036370;1.036180;1.036270;0
20250102 010100;1.036270;1.036270;1.036140;1.036170;0
20250102 010200;1.036170;1.036200;1.036070;1.036080;0
20250102 010300;1.036090;1.036230;1.036090;1.036210;0
